Sample,samp_date,E.O,Block,Species,Length,Weight,N
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,68,3.6,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,58,2.3,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,56,2.1,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,65,2.9,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,50,1.3,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,56,1.9,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,57,2,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,53,1.7,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,49,1.3,1
PAP20200806-05,06.08.2020,Edge,3,Bairdiella chrysoura,45,0.9,1
PAP20200806-07,06.08.2020,Edge,4,Bairdiella chrysoura,55,2,1
PAP20200806-07,06.08.2020,Edge,4,Bairdiella chrysoura,50,1.1,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,62,2.7,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,47,1.2,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,53,1.8,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,62,2.6,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,47,1.1,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,46,1.1,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,40,0.7,1
PAP20200806-08,06.08.2020,Off,4,Bairdiella chrysoura,38,0.6,1
PAP20200806-10,06.08.2020,Off,5,Bairdiella chrysoura,47,1.1,1
PAP20200806-10,06.08.2020,Off,5,Bairdiella chrysoura,40,0.9,1
PAP20200806-10,06.08.2020,Off,5,Bairdiella chrysoura,40,0.8,1
PAP20200814-01,14.08.2020,Edge,1,Bairdiella chrysoura,110,15.7,1
PAP20200814-02,14.08.2020,Off,1,Bairdiella chrysoura,62,2.9,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,59,2.3,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,58,2.2,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,54,1.6,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,57,1.9,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,41,0.7,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,41,0.7,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,43,0.8,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,42,0.8,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,41,0.7,1
PAP20200814-03,14.08.2020,Edge,2,Bairdiella chrysoura,38,0.7,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,67,3.1,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,57,1.5,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,55,1.5,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,70,2.8,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,50,0.9,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,37,0.7,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,45,0.6,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,49,0.9,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,42,0.5,1
PAP20200814-04,14.08.2020,Off,2,Bairdiella chrysoura,,,1
PAP20200814-05,14.08.2020,Edge,3,Bairdiella chrysoura,74,4.3,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,47,1.3,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,63,3,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,49,1.3,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,37,0.6,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,48,1.1,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,58,2.3,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,38,0.6,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,45,1,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,38,0.7,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,40,0.7,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,40,0.8,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,60,2.6,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,44,1.1,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,38,0.8,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,54,2.1,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,40,0.8,1
PAP20200814-06,14.08.2020,Off,3,Bairdiella chrysoura,40,0.8,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,36,0.6,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,48,1.3,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,46,1.2,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,47,1.1,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,60,2.4,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,42,0.8,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,38,0.6,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,43,0.9,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,41,0.8,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,39,0.6,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,41,0.8,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,42,0.8,1
PAP20200814-08,14.08.2020,Off,4,Bairdiella chrysoura,41,0.8,1
PAP20200819-01,19.08.2020,Edge,1,Bairdiella chrysoura,44,0.8,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,47,1.1,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,47,1.2,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,46,1.5,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,45,1,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,49,1.3,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,40,0.7,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,39,0.7,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,48,1.3,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,41,0.7,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,46,1.1,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,38,0.6,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,48,1.2,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,42,0.9,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,49,0.8,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,40,0.8,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,38,0.6,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,38,0.7,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,42,0.8,1
PAP20200819-03,19.08.2020,Edge,2,Bairdiella chrysoura,40,0.7,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,52,1.6,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,37,0.6,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,40,0.8,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,47,1.4,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,37,0.6,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,38,0.7,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,37,0.7,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,45,1,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,48,1.3,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,43,0.9,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,49,1.2,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,38,0.8,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,41,0.8,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,42,1.2,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,40,0.8,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,49,1.2,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,36,0.6,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,40,0.7,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,39,0.7,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,36,0.5,1
PAP20200819-04,19.08.2020,Off,2,Bairdiella chrysoura,,,27
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,45,0.9,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,42,0.9,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,46,1.1,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,49,1.2,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,52,1.6,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,42,0.8,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,40,0.7,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,39,0.7,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,41,0.7,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,36,0.6,1
PAP20200819-05,19.08.2020,Edge,3,Bairdiella chrysoura,37,0.6,1
PAP20200819-07,19.08.2020,Edge,4,Bairdiella chrysoura,67,3.2,1
PAP20200819-07,19.08.2020,Edge,4,Bairdiella chrysoura,54,1.7,1
PAP20200819-07,19.08.2020,Edge,4,Bairdiella chrysoura,50,1.3,1
PAP20200819-07,19.08.2020,Edge,4,Bairdiella chrysoura,54,1.7,1
PAP20200819-07,19.08.2020,Edge,4,Bairdiella chrysoura,37,0.5,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,119,18.7,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,42,0.8,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,42,0.8,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,35,0.5,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,61,2.5,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,61,2.7,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,43,0.9,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,44,0.9,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,55,1.8,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,55,1.7,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,55,1.8,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,48,1.2,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,46,1,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,44,1,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,45,1,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,36,0.6,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,41,0.7,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,38,0.6,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,37,0.6,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,37,0.6,1
PAP20200819-08,19.08.2020,Off,4,Bairdiella chrysoura,,,5
PAP20200819-09,19.08.2020,Edge,5,Bairdiella chrysoura,50,1.4,1
PAP20200819-09,19.08.2020,Edge,5,Bairdiella chrysoura,41,0.8,1
PAP20200819-10,19.08.2020,Off,5,Bairdiella chrysoura,37,0.6,1
PAP20200819-10,19.08.2020,Off,5,Bairdiella chrysoura,37,0.6,1
PAP20200819-10,19.08.2020,Off,5,Bairdiella chrysoura,41,0.8,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,53,1.6,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,67,3.2,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,39,1.4,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,34,1.1,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,54,1.7,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,53,1.6,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,44,1,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,47,1.1,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,43,0.7,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,34,0.5,1
PAP20200828-03,28.08.2020,Edge,2,Bairdiella chrysoura,38,0.7,1
PAP20200828-04,28.08.2020,Off,2,Bairdiella chrysoura,46,1.1,1
PAP20200828-04,28.08.2020,Off,2,Bairdiella chrysoura,49,1.4,1
PAP20200828-04,28.08.2020,Off,2,Bairdiella chrysoura,47,1.2,1
PAP20200828-04,28.08.2020,Off,2,Bairdiella chrysoura,38,0.6,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,50,1.6,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,51,1.4,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,59,2.3,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,50,1.3,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,56,2,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,45,1.1,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,44,1,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,52,1.6,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,52,1.6,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,46,1.1,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,46,1.2,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,56,2.1,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,52,1.6,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,53,1.8,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,43,0.9,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,47,1.3,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,44,1,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,41,0.9,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,46,1.1,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,36,0.6,1
PAP20200828-05,28.08.2020,Edge,3,Bairdiella chrysoura,,,1
PAP20200828-07,28.08.2020,Edge,4,Bairdiella chrysoura,68,3.6,1
PAP20200828-07,28.08.2020,Edge,4,Bairdiella chrysoura,50,1.4,1
PAP20200828-07,28.08.2020,Edge,4,Bairdiella chrysoura,41,0.8,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,72,3.9,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,43,1.2,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,59,2.4,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,60,2.6,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,45,1.1,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,51,1.6,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,49,1.3,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,68,3.8,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,55,1.8,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,50,1.3,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,44,0.9,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,78,5.3,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,56,2,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,44,0.9,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,43,0.9,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,41,0.8,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,43,0.7,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,42,0.8,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,47,1.3,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,45,1.1,1
PAP20200828-08,28.08.2020,Off,4,Bairdiella chrysoura,,,5
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,83,6.2,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,81,6.3,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,50,1.5,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,61,2.4,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,61,2.8,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,61,2.5,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,67,3.1,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,57,2.3,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,60,2.4,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,58,2.3,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,60,2.6,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,58,2.3,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,54,1.8,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,53,1.9,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,58,2.4,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,52,1.6,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,52,1.7,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,52,1.6,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,52,1.7,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,40,0.7,1
PAP20200903-03,03.09.2020,Edge,2,Bairdiella chrysoura,,,4
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,67,3.2,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,34,1.9,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,55,1.9,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,54,1.7,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,51,1.4,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,48,1.3,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,53,1.7,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,53,1.7,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,42,0.8,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,40,0.7,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,39,0.7,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,37,0.6,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,42,0.8,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,39,0.7,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,43,0.8,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,38,0.6,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,40,0.8,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,37,0.6,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,48,1.1,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,47,0.8,1
PAP20200903-04,03.09.2020,Off,2,Bairdiella chrysoura,,,6
PAP20200903-05,03.09.2020,Edge,3,Bairdiella chrysoura,99,11.1,1
PAP20200903-05,03.09.2020,Edge,3,Bairdiella chrysoura,66,3.5,1
PAP20200903-05,03.09.2020,Edge,3,Bairdiella chrysoura,54,1.9,1
PAP20200903-05,03.09.2020,Edge,3,Bairdiella chrysoura,46,1.3,1
PAP20200903-05,03.09.2020,Edge,3,Bairdiella chrysoura,42,0.9,1
PAP20200903-05,03.09.2020,Edge,3,Bairdiella chrysoura,38,0.7,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,63,2.9,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,47,1.2,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,61,2.6,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,57,2.6,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,58,2.2,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,49,1.5,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,47,1.2,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,54,1.6,1
PAP20200903-07,03.09.2020,Edge,4,Bairdiella chrysoura,49,1.4,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,61,2.6,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,63,2.8,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,48,1.3,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,70,3.2,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,66,3.4,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,62,2.6,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,45,1,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,54,2,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,56,1.9,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,47,1.2,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,51,1.3,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,52,1.7,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,60,2.5,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,57,2.3,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,38,0.6,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,34,0.5,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,54,1.7,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,50,1.4,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,50,1.4,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,51,1.4,1
PAP20200903-08,03.09.2020,Off,4,Bairdiella chrysoura,,,36
PAP20200903-09,03.09.2020,Edge,5,Bairdiella chrysoura,52,1.7,1
PAP20200903-09,03.09.2020,Edge,5,Bairdiella chrysoura,61,2.5,1
PAP20200903-09,03.09.2020,Edge,5,Bairdiella chrysoura,55,1.8,1
PAP20200903-09,03.09.2020,Edge,5,Bairdiella chrysoura,52,1.6,1
PAP20200903-09,03.09.2020,Edge,5,Bairdiella chrysoura,55,2,1
PAP20200903-10,03.09.2020,Off,5,Bairdiella chrysoura,52,1.6,1
PAP20200903-10,03.09.2020,Off,5,Bairdiella chrysoura,38,0.6,1
PAP20200903-10,03.09.2020,Off,5,Bairdiella chrysoura,53,2.1,1
PAP20200903-10,03.09.2020,Off,5,Bairdiella chrysoura,53,1.7,1
PAP20200903-10,03.09.2020,Off,5,Bairdiella chrysoura,60,2.6,1
PAP20200903-10,03.09.2020,Off,5,Bairdiella chrysoura,47,1.4,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,66,3.2,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,45,1.1,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,57,2.3,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,63,2.8,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,64,3,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,79,5.8,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,40,0.8,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,68,4,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,56,2.1,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,54,1.7,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,47,1.2,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,64,3,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,42,0.8,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,56,2.1,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,73,4.2,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,75,5,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,48,1.1,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,65,3.3,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,67,3.8,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,70,4.4,1
PAP20200910-03,10.09.2020,Edge,2,Bairdiella chrysoura,,,36
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,58,2.2,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,60,2.6,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,61,2.6,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,77,5.1,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,63,2.8,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,58,2.2,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,60,2.5,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,70,4.3,1
PAP20200910-05,10.09.2020,Edge,3,Bairdiella chrysoura,62,2.8,1
