Sample,samp_date,E.O,Block,Species,Length,Weight,N
PAP20200714-07,14.07.2020,Edge,4,Litopenaeus setiferus,12,1.7,1
PAP20200714-07,14.07.2020,Edge,4,Litopenaeus setiferus,18,3.9,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,8,0.8,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,9,0.7,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,6,0.3,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,5,0.3,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,8,0.4,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,7,0.6,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,6,0.5,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,9,0.7,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,11,1.2,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,7,0.4,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,12,1,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,9,0.5,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,7,0.4,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,7,0.3,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,8,0.3,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,6,0.2,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,7,0.4,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,7,0.4,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,7,0.3,1
PAP20200714-08,14.07.2020,Off,4,Litopenaeus setiferus,8,0.3,1
PAP20200714-09,14.07.2020,Edge,5,Litopenaeus setiferus,9,0.5,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,18,4.6,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,15,3,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,14,2.8,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,10,1,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,12,1.5,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,16,4.1,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,6,0.2,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,7,0.4,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,7,0.3,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,6,0.3,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,7,0.3,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,6,0.3,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,10,0.7,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,6,0.2,1
PAP20200714-10,14.07.2020,Off,5,Litopenaeus setiferus,7,0.3,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,19,6.5,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,15,2.8,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,16,4.2,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,17,4.8,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,10,0.8,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,7,0.5,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,9,0.9,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,9,0.6,1
PAP20200721-03,21.07.2020,Edge,2,Litopenaeus setiferus,9,0.6,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,18,6.2,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,17,3.1,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,19,4.4,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,8,0.4,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,7,0.5,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,7,0.5,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,7,0.5,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,6,0.4,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,10,0.7,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,9,0.6,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,10,0.5,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,7,0.4,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,9,0.6,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,8,0.4,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,8,0.4,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,9,0.7,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,8,0.6,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,8,0.5,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,7,0.5,1
PAP20200721-05,21.07.2020,Edge,3,Litopenaeus setiferus,8,0.5,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,13,3.8,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,10,0.8,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,10,0.7,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,9,0.8,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,7,0.3,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,11,0.8,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,7,0.5,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,5,0.7,1
PAP20200721-06,21.07.2020,Off,3,Litopenaeus setiferus,7,0.4,1
PAP20200721-07,21.07.2020,Edge,4,Litopenaeus setiferus,19,5.3,1
PAP20200721-07,21.07.2020,Edge,4,Litopenaeus setiferus,15,2.6,1
PAP20200721-07,21.07.2020,Edge,4,Litopenaeus setiferus,9,0.6,1
PAP20200721-07,21.07.2020,Edge,4,Litopenaeus setiferus,7,0.2,1
PAP20200721-07,21.07.2020,Edge,4,Litopenaeus setiferus,9,0.8,1
PAP20200721-07,21.07.2020,Edge,4,Litopenaeus setiferus,8,0.3,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,13,2.5,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,13,2.5,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,15,3,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,14,2.2,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,10,0.6,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,9,0.5,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,9,0.6,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,9,0.6,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,11,1,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,10,0.8,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,9,1.1,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,9,0.4,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,7,0.4,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,10,0.7,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,8,0.5,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,9,0.4,1
PAP20200721-09,21.07.2020,Edge,5,Litopenaeus setiferus,8,0.4,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,8,0.7,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,9,0.6,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,12,0.9,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,9,0.6,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,10,0.5,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,10,0.7,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,7,0.5,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,10,0.5,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,10,0.6,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,9,0.8,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,9,0.6,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,11,0.8,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,11,0.6,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,9,0.4,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,10,0.6,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,8,0.2,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,9,0.3,1
PAP20200721-10,21.07.2020,Off,5,Litopenaeus setiferus,10,0.5,1
PAP20200731-01,31.07.2020,Edge,1,Litopenaeus setiferus,19,4.9,1
PAP20200731-01,31.07.2020,Edge,1,Litopenaeus setiferus,8,0.3,1
PAP20200731-02,31.07.2020,Off,1,Litopenaeus setiferus,10,0.9,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,11,1.1,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,10,0.8,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,12,1.6,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,8,0.4,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,7,0.4,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,8,0.5,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,9,0.4,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,9,0.5,1
PAP20200731-03,31.07.2020,Edge,2,Litopenaeus setiferus,7,0.3,1
PAP20200731-04,31.07.2020,Off,2,Litopenaeus setiferus,15,2.8,1
PAP20200731-04,31.07.2020,Off,2,Litopenaeus setiferus,12,1.5,1
PAP20200731-04,31.07.2020,Off,2,Litopenaeus setiferus,12,1.5,1
PAP20200731-04,31.07.2020,Off,2,Litopenaeus setiferus,8,0.5,1
PAP20200731-05,31.07.2020,Edge,3,Litopenaeus setiferus,13,2.2,1
PAP20200731-05,31.07.2020,Edge,3,Litopenaeus setiferus,10,1.2,1
PAP20200731-05,31.07.2020,Edge,3,Litopenaeus setiferus,10,0.9,1
PAP20200731-05,31.07.2020,Edge,3,Litopenaeus setiferus,9,0.5,1
PAP20200731-05,31.07.2020,Edge,3,Litopenaeus setiferus,11,0.8,1
PAP20200731-05,31.07.2020,Edge,3,Litopenaeus setiferus,7,0.4,1
PAP20200731-05,31.07.2020,Edge,3,Litopenaeus setiferus,7,0.3,1
PAP20200731-06,31.07.2020,Off,3,Litopenaeus setiferus,17,4.5,1
PAP20200731-06,31.07.2020,Off,3,Litopenaeus setiferus,19,5,1
PAP20200731-06,31.07.2020,Off,3,Litopenaeus setiferus,16,3.8,1
PAP20200731-06,31.07.2020,Off,3,Litopenaeus setiferus,11,0.8,1
PAP20200731-06,31.07.2020,Off,3,Litopenaeus setiferus,13,1.9,1
PAP20200731-06,31.07.2020,Off,3,Litopenaeus setiferus,17,2.1,1
PAP20200731-07,31.07.2020,Edge,4,Litopenaeus setiferus,13,1.6,1
PAP20200731-07,31.07.2020,Edge,4,Litopenaeus setiferus,12,1.2,1
PAP20200731-07,31.07.2020,Edge,4,Litopenaeus setiferus,8,0.5,1
PAP20200731-07,31.07.2020,Edge,4,Litopenaeus setiferus,10,0.8,1
PAP20200731-08,31.07.2020,Off,4,Litopenaeus setiferus,8,0.4,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,13,1.5,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,7,0.4,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,8,0.2,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,6,0.2,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,6,0.3,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,8,0.3,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,7,0.4,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,6,0.2,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,5,0.2,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,7,0.3,1
PAP20200731-09,31.07.2020,Edge,5,Litopenaeus setiferus,8,0.5,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,10,0.8,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,6,0.3,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,7,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.3,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,7,0.5,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,7,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,7,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,7,0.3,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.3,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,9,0.3,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,9,0.5,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,9,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,9,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200731-10,31.07.2020,Off,5,Litopenaeus setiferus,8,0.4,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,19,4.4,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,15,3.2,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,17,5.3,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,21,6.7,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,18,3.8,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,19,4.5,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,17,4.7,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,14,2.5,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,22,6.8,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,19,4.8,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,18,4.5,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,17,4,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,25,4.1,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,23,8.3,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,14,2.6,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,19,4.5,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,18,4.4,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,18,4.7,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,16,3.2,1
PAP20200806-03,06.08.2020,Edge,2,Litopenaeus setiferus,20,5.5,1
PAP20200806-04,06.08.2020,Off,2,Litopenaeus setiferus,15,2.7,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,18,2.9,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,15,3.7,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,16,2.5,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,17,2.9,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,17,2.2,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,14,2.6,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,14,2.2,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,17,4.9,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,16,4.2,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,18,3.9,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,19,5.4,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,20,5.7,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,14,1.5,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,12,1.8,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,15,2.9,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,17,3.9,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,17,3.8,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,14,1.8,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,16,3.7,1
PAP20200806-05,06.08.2020,Edge,3,Litopenaeus setiferus,14,2.5,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,13,2.3,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,18,4.3,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,15,2.5,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,14,1.9,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,11,0.8,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,9,0.7,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,8,0.5,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,9,0.6,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,6,0.2,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,5,0.2,1
PAP20200806-06,06.08.2020,Off,3,Litopenaeus setiferus,6,0.2,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,17,4,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,14,2.2,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,16,3.6,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,15,3.3,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,14,2.1,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,14,2,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,15,2.2,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,16,3.5,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,14,2.4,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,15,3.1,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,14,2.6,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,13,2.1,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,14,2.3,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,17,2.9,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,15,2.6,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,15,2.5,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,11,1.3,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,14,2.4,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,10,1.2,1
PAP20200806-07,06.08.2020,Edge,4,Litopenaeus setiferus,10,1.1,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,10,0.9,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,7,0.4,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,8,0.3,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,7,0.5,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,8,0.4,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,7,0.3,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,8,0.3,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,8,0.3,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,9,0.6,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,7,0.5,1
PAP20200806-08,06.08.2020,Off,4,Litopenaeus setiferus,8,0.4,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,14,2,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,16,2,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,13,2.3,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,14,2.4,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,12,1.4,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,12,1.2,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,14,1.9,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,15,2.5,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,12,2.2,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,14,1.9,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,10,1.2,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,11,0.5,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,12,1.2,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,12,1.3,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,14,1.7,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,10,0.7,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,11,1.1,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,13,1.3,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,9,0.3,1
PAP20200806-09,06.08.2020,Edge,5,Litopenaeus setiferus,10,0.6,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,16,3.3,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,14,1.7,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,15,1.7,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,10,1.1,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,9,0.7,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,14,1.9,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,13,1.9,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,13,1.7,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,11,1.2,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,12,1.3,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,11,0.8,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,13,1.9,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,10,0.8,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,10,0.8,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,10,0.7,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,9,0.5,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,11,1,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,7,0.4,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,8,0.6,1
PAP20200806-10,06.08.2020,Off,5,Litopenaeus setiferus,10,0.7,1
PAP20200814-01,14.08.2020,Edge,1,Litopenaeus setiferus,12,2.4,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,18,3.4,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,16,3.2,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,13,1.8,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,13,2.5,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,16,2.7,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,11,1.2,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,11,1,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,12,1.2,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,6,0.4,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,10,1,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,11,1.5,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,11,1.3,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,12,0.9,1
PAP20200814-02,14.08.2020,Off,1,Litopenaeus setiferus,8,0.6,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,10,0.7,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,12,1.2,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,13,1.6,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,10,0.6,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,13,2,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,11,1.1,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,11,1.2,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,16,3.8,1
PAP20200814-03,14.08.2020,Edge,2,Litopenaeus setiferus,9,0.5,1
